,name,workCity,workType,workingExp,companySize,education,jobSummary,companyName,salaryReal,recruitNumber,property,is_duplicate_with_previous
3398,鸿蒙开发工程师,西安,全职,不限,20-99人,本科,岗位职责：1. 负责鸿蒙操作系统下的应用软件开发，包括但不限于金融、政府、企业等领域的定制化软件开发。2. 根据客户需求，设计、开发、测试和维护鸿蒙平台上的软件产品，确保软件质量和性能达到行业标准。3. 参与软件架构设计，编写高质量的代码，优化系统性能，提高软件的稳定性和用户体验。4. 跟踪鸿蒙系统最新动态，学习并应用新技术，提升个人和团队的技术水平。5. 编写技术文档，参与技术分享和培训，提升团...,北京创美信科技有限公司,10001-15000,1,民营,False
3399,软件二次开发,镇江,全职,不限,100-299人,本科,职位描述：1. 在指导下进行tribon、AM、CAD等软件的二次开发；2. 对船舶生产设计项目进行配置与维护。任职要求：1. 本科及以上学历，毕业3年以内，如有船舶软件二次开发经验，可放宽要求；2. 熟悉C#、Python、C++（选其一），若有实际开发项目者优先，可放宽学历；3. 有Tribon、AVEVA系列软件、Smart3D软件配置维护或开发经验者优先，可放宽学历；4. 对Tribon、...,江苏现代造船技术有限公司,5001-8000,2,民营,False
3400,Python大数据分析特训营课程/培训招生JN,济南,全职,不限,100-299人,大专,岗位要求：1、20-30周岁，大专及大专以上学历，男女不限2、思维敏捷，逻辑清晰公司福利：1、五险一金，含交补、话补、加班补助；2、签订正式劳动合同，完整合规的公司福利，给予完善的绩效考核，年终奖金及定期调薪；3、员工旅游+每季度员工聚会+员工生日会+节日礼物，丰富的业余集体活动（拓展，旅游，聚餐，年会等）；4、每年享受国家规定的带薪年假、法定节假日等福利；5、丰富的企业文化活动，打造快乐活力的工...,51Testing,7001-9000,3,民营,False
3401,大数据工程师,伊春,全职,不限,10000人以上,本科,负责信息管理中心所开发软件项目，设计并优化数据库物理建设方案；制定数据库备份和恢复策略及工作流程与规范、监督数据库的备份和恢复策略的执行；在项目实施中，承担数据库的实施工作；针对数据库应用系统运行中出现的问题，提出解决方案对空间数据库进行分析、设计并合理开发，实现有效管理；负责信息化、自动化系统的规划、需求分析、系统设计与开发、测试工作,建龙集团,5000-7000,10,民营,False
3402,Python研发工程师,杭州,全职,不限,1000-9999人,本科,业务简介：（初中高级别岗位都有） ●终端：华为手机平板PC、智能穿戴、智能家居/办公等等 ●海思：芯片半导体 ●数字能源：部门业务涵盖了光伏发电、智能锂电池、电车机电系统、超速充电桩、模块电池、网络配电数据中心（国家新基建重点项目）、能源云等方向。是现在发展最快的行业之一。 ●华为云：华为云计算部门主要做云服务、公有云、云平台及数字化平台等云相关业务。 ●2012中央媒体院： 中媒鸿蒙项目新增软件...,外企德科,15001-30000,10,合资,False
3403,python开发工程师,武汉,全职,不限,1000-9999人,本科,【岗位要求】1、统招本科学历，熟悉Python等主流开发语言；2、了解网络知识、Linux配置和Shell使用；3、了解常用的软件架构模式、基本的编程编译工具；4、 具有良好的沟通能力，对技术有激情，喜欢钻研，能快速接受和掌握新技术，有较强的独立、主动的学习能力。,外企德科,20001-40000,100,合资,False
3404,Python大数据分析特训营课程NJ/培训招生,南京,全职,不限,100-299人,大专,任职资格的具体描述：1、大专及大专以上学历，经验专业不限，年龄20-30岁。2、意向从事IT方面工作优先。3、熟悉互联网络，熟练使用网络交流工具和各种办公软件；4、具有良好学习能力和团队合作精神。福利待遇：1、丰富的企业文化活动，打造快乐活力的工作氛围；2、五险一金，含交补、话补、加班补助；3、员工旅游+每季度员工聚会+员工生日会+节日礼物，丰富的业余集体活动（拓展，旅游，聚餐，年会等）；4、每年...,51Testing,8001-11000,3,民营,False
3405,python软件工程师本科应届生,郑州,全职,无经验,100-299人,本科,任职要求：1. 具备计算机科学、大数据、软件工程相关领域本科及以上学历；2. 了解Python、Java等数软件和工具，经验不限。3. 具备出色的沟通和团队合作能力，能够与不同背景和技能的人有效地交流和协作。4.23届 24届毕业生优先，公司提供住宿及餐补，双休、五险一金等福利岗位内容：1. 收集和整理大量的数据，设计并实施数据分析模型和算法。2. 评估现有的数据集，并根据需要进行清理、转换和预处...,河南璟峰电子科技有限公司,5001-10000,20,股份制企业,False
3406,算法模型工程师,北京,校园,无经验,1000-9999人,硕士,1.24届优秀院校毕业的统计学、数学、计算机相关专业的应届生。2.有一定python、Sql经验；擅长业务数据分析、风控模型开发。3.喜欢钻研，热爱研究和探索。 4.涉及短期出差。 符合本公司指标要求的优秀应届硕士毕业生 可解决户口,中科软科技股份有限公司,10001-16000,2,股份制企业,False
3407,python开发助理,西安,全职,不限,20-99人,本科,任职要求： 1、本科以及以上学历，年龄18-28岁，计算机相关专业优先； 2、熟悉Windows及Linux下python的安装、部署及调试等； 3、具备良好的沟通协调能力和团队合作意识，工作踏实，态度积极，能够承受工作压力。 员工福利： 1、签订正式劳动合同，享受国家规定的保险福利待遇； 2、五险一金、周末双休； 3、定期旅游，超长年假； 4、良好的晋升机制，广阔的晋升空间； 5、八小时工作制，...,西安恒创金信网络科技有限公司,4001-6000,2,民营,False
3408,Python研发工程师,上海,全职,不限,1000-9999人,本科,业务简介：（初中高级别岗位都有） ●终端：华为手机平板PC、智能穿戴、智能家居/办公等等 ●海思：芯片半导体 ●数字能源：部门业务涵盖了光伏发电、智能锂电池、电车机电系统、超速充电桩、模块电池、网络配电数据中心（国家新基建重点项目）、能源云等方向。是现在发展最快的行业之一。 ●华为云：华为云计算部门主要做云服务、公有云、云平台及数字化平台等云相关业务。 ●2012中央媒体院： 中媒鸿蒙项目新增软件...,外企德科,15001-30000,10,合资,False
3409,golang,成都,全职,无经验,100-299人,本科,"职位要求：1.熟悉Go语言开发,Go相关的web开发技术,熟悉vue+element UI.2.熟练使用etcd，rpc,熟悉mysql数据库开发及性能优化.3.熟练操作linux,docker容器化技术.4.有责任心，对技术有热情有追求，富于创新，勇于解决技术难题.5.有游戏运营平台相关项目经验优先考虑.",成都帆点创想科技有限公司,0-0,2,民营,False
3410,数据工程师（研发）,上海,全职,无经验,20-99人,本科,【岗位职责】1、汇总整理涉及金融机构业务的监管文档。2、按业务模块，理解和归纳监管文档中的关键内容。3、能提炼出每个业务模块的业务流程中涉及到的关键信息。4、根据关键信息，结合数据分析出对应的业务关联性和合理性。 【岗位要求】1、数学、计算机、软件工程等理工科专业，本科及以上学历。2、逻辑思维能力强，学习能力及学习主动性强。3、踏实稳重，有足够的耐心。4、有阅读和整理文档的能力，有较强的总结归纳能...,上海胜蓝软件技术服务有限公司,8001-11000,10,民营,False
3411,程序工程师,烟台,全职,不限,500-999人,本科,福利待遇具体面谈哦！岗位职责：1、 负责系统开发中相关业务模块，包括调研、需求分析、开发、设计、实施、测试等工作；2、 负责相关代码编写、调试及维护工作；3、 负责数据库服务器的维护工作；4、 完成相关资料、文档的编写、提交及归档工作；要求：1、 本科及以上学历，计算机及相关专业，有开发工作经验者优先；2、 能独立进行软件模块的开发，熟练掌握VB编程（或者其它主流编程）语言；3、 熟悉MYSQL数...,白马包装,5001-10000,1,民营,False
3412,嵌⼊式软件⼯程师,扬州,全职,不限,100-299人,本科,职位描述： 1.负责信号处理算法在嵌⼊式平台上的移植、开发与优化； 2.负责嵌⼊式系统下的应⽤程序编写和驱动程序开发； 3.对程序性能敏感，对现有程序进⾏优化，保证软件的性能，稳定性和可靠性； 4.负责单元模块、系统的调试与测试验证； 5.整理编写相关操作⽂档和说明⽂档，保证⽂档维护。 职位要求： 1.精通C/C++语⾔编程，熟悉嵌⼊式开发，具有良好的编程⻛格和⽂档编制惯； 2.精通嵌⼊式操作系统...,江苏稻源科技集团有限公司,10001-20000,1,民营,False
3413,数据采集工程师（柳州）,柳州,全职,不限,100-299人,本科,岗位职责：1、负责工业数据采集类项目设计开发、实施交付、项目管理；2、负责事务协调、运行维护；3、领导交代的其他事项。任职要求：1、大数据、计算机科学、软件工程等相关专业，本科及以上学历，有相关经验优先考虑，优秀毕业生也可；2、能熟练使用C#、Python编程语言及开发，具备上位机程序开发、数据采集与监控系统(HMI)开发经验；3、熟悉关系型数据库设计和开发，至少熟悉一种主流数据库(MySQL、S...,广西昊华科技股份有限公司,4001-6000,3,上市公司,False
3414,软件开发工程师（社招/校招）,成都,全职,不限,100-299人,本科,1.掌握C\C++\VC++，理解面向对象编程思想；2.了解数字图像处理基本算法；3.熟悉网络通讯编程，具有多线程开发经验，熟悉基本的SQL数据库语句和数据库操作；4.熟练使用vs进行程序的编码、调试；5.使用过opencv等图像处理库的优先考虑；6.了解Java或Python等编程语言优先考虑；7.工作认真踏实，理解能力良好；8.具备团队精神，能吃苦耐劳，能适应出差。,深圳市中钞科信金融科技有限公司成都分公司,7001-10000,6,国企,False
3415,python开发工程师,天津,全职,不限,300-499人,本科,负责公司MES/WMS/ERP产品研发。岗位要求：1、计算机相关专业，熟练掌握python。2、熟练使用Postgresql数据库，熟悉SQL编程。3、有odoo(OpenERP)开发经验者优先。4、有前端经验者优先。5、工作认真负责，能和团队成员和睦相处。6、自学能力和独立工作能力强，能独立分析问题学习钻研并解决问题。7、优秀的人员都可以考虑。,上工富怡智能制造(天津)有限公司,6001-12000,5,民营,False
3416,python开发工程师,西安,全职,不限,1000-9999人,本科,【岗位要求】1、统招本科学历，熟悉Python等主流开发语言；2、了解网络知识、Linux配置和Shell使用；3、了解常用的软件架构模式、基本的编程编译工具；4、 具有良好的沟通能力，对技术有激情，喜欢钻研，能快速接受和掌握新技术，有较强的独立、主动的学习能力。,外企德科,20001-40000,100,合资,False
3417,数据治理工程师,北京,全职,不限,1000-9999人,硕士,岗位职责1）负责数据治理技术的规划论证；2）负责与用户开展业务沟通，分析业务特点，开展治理方案设计；3）负责项目中数据治理工作的组织管理、具体实施和保障验收工作；4）负责数据治理核心技术的预研论证工作。任职要求：1、硕士及以上学历，数据库、软件开发、计算机、统计学、数学等相关专业优先；3、具备良好的沟通技巧、逻辑分析判断能力和学习能力；4、满足以下任一技术方向的技能要求：结构化数据方向：熟悉ETL...,北京计算机技术及应用研究所,12001-20000,10,事业单位,False
3418,软件工程师,北京,全职,不限,1000-9999人,硕士,Ø 任职要求：1、负责深度学习/机器学习、图像处理等领域智能软件技术开发；2、负责参与项目需求分析，进行系统功能模块的详细设计和开发实现，实现相关核心算法平台的技术迭代与优化，实现产品开发周期的升级迭代。Ø 岗位职责：1、硕士及以上学历，计算机、数学、软件工程相关专业；2、熟练使用C、C#、C++、python、java一种或多种语言编程，熟悉计算机组成原理和数据结构，有CUDA多线程算法开发经验...,中国钢研科技集团有限公司,15001-20000,1,国企,False
3419,流体力学工程师,丽水,全职,不限,1000-9999人,本科,浙江天喜厨电股份有限公司成立于2014年，注册资本3.6亿元。2021年销售收入26亿元，出口总额3亿美元，主要产品空气炸锅排名全球行业前列。公司是国家级“绿色工厂”、“浙商全国500强企业”、“国家高新技术企业”、“浙江省隐形冠军”、“浙江制造品字标认证企业”。拥有省级企业研究院、省级工业设计中心、省级企业技术中心三大研发平台，成立了院士专家工作站和省级博士后科研工作站，在浙江、广东设有研发中心...,浙江天喜厨电股份有限公司,15000-30000,0,其它,False
3420,python开发工程师,深圳,全职,不限,1000-9999人,本科,【岗位要求】1、统招本科学历，熟悉Python等主流开发语言；2、了解网络知识、Linux配置和Shell使用；3、了解常用的软件架构模式、基本的编程编译工具；4、 具有良好的沟通能力，对技术有激情，喜欢钻研，能快速接受和掌握新技术，有较强的独立、主动的学习能力。,外企德科,20001-40000,100,合资,False
3421,AI研发工程师,苏州,全职,不限,20-99人,硕士,任职要求：1. 负责图像分类、目标检测、图像分割等样本数据标注、模型训练、模型推理平台的搭建；2. 负责模型训练、推理在不同软、硬件平台上的适配、调优，以及网络模型在不同平台（PyTorch、ONNX、MindSpore、TensorRT）之间的转换、优化；3. 负责网络模型底层算法、算子的开发、加速及封装；4. 负责特定计算平台（GPU/NPU/边缘计算设备）算法开发及工程化；5. 负责三维目标...,苏州桑泰海洋仪器研发有限责任公司,15001-30000,1,民营,False
3422,底层软件工程师,徐州,全职,不限,10000人以上,本科,能力要求：1、具备控制器量产经验，具备项目管理经验或者团队管理经验:2、精通C语言编程及代码编写规范 ，熟悉AutoSar的分层架构;3、熟悉Infineon，NXP，ST等主流单片机及多核芯片的应用，精通中断，CAN，IO，ADC，PWM等外设驱动开发;4、精通车载通信 (CAN/CANFD) ，诊断 (UDS、J1939、OBD) 协议、XCP /CCP协议:5、精通bootloader刷新流...,徐工集团,10001-20000,1,国企,False
3423,鸿蒙应用开发,郑州,全职,不限,10000人以上,大专,1 大专以上学历2 有鸿蒙应用开发经验3 接受出差4 前后端开发都要,软通动力信息技术(集团)股份有限公司,10001-20000,1,民营,False
3424,数据治理工程师,金华,全职,不限,1000-9999人,本科,工作内容：1.参与公司数据治理解决方案规划服务，包括数据治理体系框架，数据标准、数据质量、数据架构与模型、元数据等；2.负责公司主数据管理平台、数据中台的实施服务;3.负责公司数据管理机制的制定和推动执行；4.负责公司数据架构的规范及标准制定；5.负责公司数据模型的梳理与优化，推动端到端的数据联通与集成。任职要求：1.本科及以上学历，数学、数据科学、大数据等相关专业；2.掌握业务分析的方法和常用工...,浙江万里扬股份有限公司,5000-6000,1,上市公司,False
3425,数字孪生系统工程师,西安,全职,不限,10000人以上,本科,【岗位要求】1、本科及以上学历，工科背景或工科从业背景，能够快速理解航空航天动力装备的工作过程；2、熟悉VR及主流虚拟仿真模型开发技术，具备U3D、U4E等软件建模能力；3、具备一定美术功底与审美能力，熟悉使用视频制作、剪辑等软件。4、熟悉VR及主流虚拟展示硬件系统，能够清晰理解工业仿真、数字孪生描述技术路线和应用方式。【岗位职责】1、负责航天动力系统建模、虚拟展示系统、数字孪生系统开发、调试等的...,西北工业大学,12001-18000,2,事业单位,False
3426,Python开发助理,西安,全职,不限,20-99人,本科,任职要求：1、本科以及以上学历，年龄18-28岁，计算机相关专业优先；2、熟悉Windows及Linux下python的安装、部署及调试等；3、具备良好的沟通协调能力和团队合作意识，工作踏实，态度积极，能够承受工作压力。员工福利：1、签订正式劳动合同，享受国家规定的保险福利待遇；2、五险一金、周末双休、年底分红；3、定期旅游，超长年假；4、良好的晋升机制，广阔的晋升空间；5、八小时工作制，无加班；...,西安恒创金信网络科技有限公司,5001-6000,2,民营,False
3427,产品技术支持工程师（数据库方向）-沈阳,沈阳,全职,不限,1000-9999人,本科,职位描述 岗位职责： 1、数据库日常巡检，及时反馈运行状况，并跟踪解决； 2、承接数据库相关项目或需求，及时有效沟通、讨论，按时完成数据库规划、部署； 3、数据库故障及时响应、处理，并跟踪推动解决； 4、根据承接规范、上线流程等，完成数据库脚本编写工作； 5、负责数据库技术文档、运维手册等的编写； 6、参与数据库规范、流程、制度建设，并严格执行规范、流程、制度； 7、监控、分析、发现数据库风险（性...,武汉达梦数据库股份有限公司,10001-15000,4,国企,False
3428,流体力学研发工程师（生化环材方向）,上海,全职,不限,10000人以上,硕士,"Principal Accountabilities ( % of time, Responsibility) 1. (5%) Strictly follow company EHS & 5S policies and regulations. Follow R&D personnel's individual EHS responsibilities listed in 'EHS Respons...",圣戈班集团,14001-28000,1,外商独资,False
3429,大数据开发工程师,北京,全职,不限,1000-9999人,大专,岗位职责：1. 负责集团大数据湖仓一体化平台的设计、开发和维护工作。2. 参与数据应用和数据治理项目，确保数据的高质量和高可用性。3. 设计和实现数据处理流程，包括数据采集、清洗、转换和加载（ETL）。4. 开发和优化数据模型，支持业务分析和决策。5. 监控和优化大数据平台的性能，解决系统瓶颈和故障。6. 编写技术文档和操作手册，确保团队成员能够快速上手和维护系统。7. 与数据科学家、业务分析师和...,华熙生物,10001-14000,1,上市公司,False
3430,golang开发工程师,深圳,校园,无经验,500-999人,本科,岗位职责：1、负责软件产品迭代过程中的开发和维护工作，确保输出软件开发过程文档；2、负责软件研发交付件质量，确保软件版本质量；3、协助需求管理、产品规划、一线支持相关工作，协助相关的方案设计、技术澄清、技术预研、技术攻关等工作，在相关评审中给出专业意见；4、配合产品立项中的业务架构和技术架构设计工作，承担项目开发中遇到的技术问题；5、执行和持续优化软件开发流程、模板和 IT 工具。任职要求：1、本...,深圳市共济科技股份有限公司,15001-22000,5,民营,False
3431,国企数据开发工程师,合肥,全职,不限,1000-9999人,本科,劳务派遣性质岗位职责：1、根据项目设计开发数据模型、数据挖掘和处理算法。2、通过数据探索和模型的输出进行分析，给出分析结果。3、参与数据应用技术服务相关项目的开发、测试和分析工作。4、负责NLP领域大模型的工程化落地，探索业界领先的大模型框架。任职要求：1、具备本科及以上学历，计算机、软件工程、人工智能等相关专业优先。2、精通Python编程语言，熟悉常用的机器学习算法和深度学习框架，如Tenso...,安徽皖信人力资源管理有限公司,12001-15000,6,股份制企业,False
3432,python开发工程师,北京,全职,不限,1000-9999人,本科,【岗位要求】1、统招本科学历，熟悉Python等主流开发语言；2、了解网络知识、Linux配置和Shell使用；3、了解常用的软件架构模式、基本的编程编译工具；4、 具有良好的沟通能力，对技术有激情，喜欢钻研，能快速接受和掌握新技术，有较强的独立、主动的学习能力。,外企德科,20001-40000,100,合资,False
3433,数据处理与三维建模工程师,杭州,全职,不限,20-99人,本科,岗位内容：1. 工业领域三维数字仿真建模，协同前端开发熟练进行模型创建以及动画演示2. 熟练使用数字孪生建模相关工具软件建立三维模型库3. 融入前端开发团队，参与前端页面应用开发任职要求：1. 熟悉三维仿真建模应用工作，对软件应用开发有兴趣2. 精通Revit、AutoCAD、SketchUp、Rhino等常见建模软件3. 具备较强的学习能力和创新思维，能够跨领域的进行业务扩展,杭州唯风网络科技有限公司,6000-10000,0,民营,False
3434,python开发工程师,南京,全职,不限,1000-9999人,本科,【岗位要求】1、统招本科学历，熟悉Python等主流开发语言；2、了解网络知识、Linux配置和Shell使用；3、了解常用的软件架构模式、基本的编程编译工具；4、 具有良好的沟通能力，对技术有激情，喜欢钻研，能快速接受和掌握新技术，有较强的独立、主动的学习能力。,外企德科,20001-40000,100,合资,False
3435,2024届-GIS开发岗(J10629),潍坊,全职,不限,1000-9999人,本科,岗位职责: 1.负责智慧农业大数据挖掘与分析； 2.负责GIS与遥感应用领域技术研发和项目开发； 3.负责智慧农业研究与地理信息系统开发； 4.负责GIS相关数据处理与维护。 任职要求: 1、计算机相关专业或地理信息/测绘专业，有扎实的GIS理论知识； 2、熟练应用.net开发语言，会ArcGIS二次开发； 3、对ArcGIS常用开发框架、组件、开发平台、运行环境、技术架构、数据转换等有较好的技术...,潍柴雷沃智慧农业科技股份有限公司,10001-20000,1,国企,False
3436,数据开发工程师(A208990),常州,全职,不限,1000-9999人,本科,职位描述：1、参与数据仓库平台数据模型开发及调优工作2、配合公司数据应用的推进，利用数据应用平台对数据进行展示3、配合完成数据质量代码编写及重构工作4、负责数据相关平台相关运维管理工作职位要求：1、3年以上数据数据仓库建设相关工作经验，计算机、数学等相关专业，本科以上学历2、具备数据模型和逻辑模型设计、业务映射规则整理能力3、了解数据仓库实施方法论、了解数据仓库体系4、熟悉数据展示方法，如BI展示...,星宇股份,8001-13000,1,上市公司,False
3437,python后端开发工程师,深圳,全职,不限,500-999人,本科,"1.熟练使用python,熟练使用Django,Flask,Fastapi等框架从事后端开发工作；2.熟练使用mysql,redis,rabbitmq,es等,了解向量数据库；3.有云计算,大型平台类项目开发经验优先（不做硬性要求）;4.有容器化部署服务的经验优先（不做硬性要求）；5.熟悉基本的网络知识，知道网络相关问题排查定位方法，了解常用的网络协议和网络设备(交换机，防火墙)优先，工作时间：9...",大展信息科技(深圳)有限公司,15001-16000,1,民营,False
3438,python开发工程师,杭州,全职,不限,1000-9999人,本科,【岗位要求】1、统招本科学历，熟悉Python等主流开发语言；2、了解网络知识、Linux配置和Shell使用；3、了解常用的软件架构模式、基本的编程编译工具；4、 具有良好的沟通能力，对技术有激情，喜欢钻研，能快速接受和掌握新技术，有较强的独立、主动的学习能力。,外企德科,20001-40000,100,合资,False
3439,毫米波雷达软件工程师,常州,全职,不限,1000-9999人,本科,岗位职责：1、负责毫米波雷达信号处理、数据处理算法的研究与开发； 2、负责毫米波雷达软件的调试与测试； 3、负责毫米波雷达上位机调试界面的开发； 4、配合产品整机调测，优化软件设计； 5、负责毫米波雷达外部合作的软件设计辅助及技术对接； 6、配合产品生产导入，为毫米波雷达生产提供技术支持。基本要求：1、本科及以上学历，电子信息、计算机、软件、通信等相关专业； 2、掌握嵌入式C/C++语言编程，会使...,星宇股份,7000-14000,0,上市公司,False
3440,人工智能研发工程师,大连,全职,不限,20人以下,本科,岗位职责：1. 面向E端客户定制开发AI助教系统。2. 持续优化皛暳同学。任职要求：1. 熟练掌握主流的人工智能开发语言和工具；2. 有团队合作精神，能够快速接受新行业知识；3. 有严密的逻辑思维编程能力，良好的软件规划能力和组织制作能力；4. 勤于学习，善于沟通，遇到难题有决心快速解决，并及时进行自我总结，自我迭代。,大连惠风教育技术有限责任公司,8001-15000,3,民营,False
3441,数据研发工程师,保定,全职,不限,1000-9999人,本科,岗位职责: 1、负责面向业务线/管理决策层的数据产品规划与设计，集团层面的数据口径统一，KPI体系设计; 2、深入理解业务需求，结合实际业务场景，洞悉需求背后的真正业务痛点，主动挖掘需求； 3、数据维度分析和BI设计能力，梳理有业务指针意义的KPI，并进行维度分析，产出有业务指导意义的数据看板； 4、能主动推动KPI在集团层面的口径统一，产出各不同相关方达成一致的解决方案； 4、用户体验优先意识，...,河北首衡农副产品有限公司,0-0,1,民营,False
3442,Python开发工程师 接受23届毕业生,杭州,全职,不限,1000-9999人,本科,【岗位职责】1、参与存储产品整体架构设计，负责各子系统的特性设计与开发，看护子系统设计质量和代码质量；2、构建极致数据缩减比及高性能分布式数据缓存，设计高可靠容灾备份方案，构筑元数据索引、介质规划演进等能力，软硬件协同提升产品性能和可靠性；3、承担相关产品的架构设计、开发交付和产品化工作，参与产品与平台的快速迭代，高效协同。 【能力和经验要求】1、熟悉Python编程语言，掌握常用的数据结构、算法...,外企德科,15001-30000,1,合资,False
3443,Python开发,重庆,全职,不限,1000-9999人,本科,"职位描述 1. 负责自动驾驶链路集成优化； 职位要求 1. 本科或以上学历，计算机/人工智能相关专业； 2. 熟练使用python,c++及shell语言； 3. 了解Pytorch深度学习框架，有优化经验者优先； 4. 有软件及网络服务的开发经验，有软件性能优化经验者优先； 5. 有责任心，乐于沟通，具备较好的团队合作精神；",深圳市法本信息技术股份有限公司,10001-16000,2,上市公司,False
3444,python 软件开发实习生,淄博,全职,不限,20-99人,本科,岗位职责 1. 进行产品需求分析、系统设计与数据库设计，完成需求分析文档、概要设计文档等研发必要文档； 2. 进行产品原型开发，再完善研发文档，进行模块迭代开发，按计划完成版本迭代； 3. 完成告警监测类产品、恶意代码类产品、安全评估类产品的研发工作； 4. 具有前端开发经营者优先。 请注意——实习不是学习，投简历前，请先了解一下什么是实习哈。 通过实习，能力达到公司研发岗位需求，可以申请转为正式...,宁波紫荷科技有限公司,4001-8000,4,民营,False
3445,数据挖掘算法工程师,长春,全职,不限,100-299人,本科,要求：学历：本科或研究生专业：数学或计算机专业编程能力：掌握python、sklearn、matplotlib等数据分析框架算法能力：掌握XGBoost、逻辑回归、SVM、时间序列预测、Apriori、决策树等主流数据挖掘算法；掌握相关分析、因子分析、聚类分析、象限分析等常用数据分析方法，并有实战经验。优先考虑：在国际期刊发表过相关论文者；开源社区贡献过相关代码者；kaggle、天池等平台比赛获奖...,联宇合达科技有限公司,6001-8000,1,民营,False
3446,python开发工程师,北京,全职,不限,10000人以上,本科,【岗位职责】在这里，您将从事IT应用层软件、分布式云化软件、互联网软件等的设计开发，可以采用敏捷、Devops、开源等先进的软件设计开发模式，接触最前沿的产品和软件技术，成为大容量高并发技术的专家；您将参与软件研发工作，包括但不限于：（1）完成从客户需求到软件产品定义、架构设计、开发实现、再到上线运营维护等产品生命周期中的各个环节；（2）创造性解决产品在实现过程中的技术难题，应用前沿技术提升产品的...,外企德科数字技术有限公司,15001-30000,10,,False
3447,Python开发工程师 接受23届毕业生,长沙,全职,不限,1000-9999人,本科,【岗位职责】1、参与存储产品整体架构设计，负责各子系统的特性设计与开发，看护子系统设计质量和代码质量；2、构建极致数据缩减比及高性能分布式数据缓存，设计高可靠容灾备份方案，构筑元数据索引、介质规划演进等能力，软硬件协同提升产品性能和可靠性；3、承担相关产品的架构设计、开发交付和产品化工作，参与产品与平台的快速迭代，高效协同。 【能力和经验要求】1、熟悉Python编程语言，掌握常用的数据结构、算法...,外企德科,15001-30000,1,合资,False
3448,4S软件：U3D开发工程师,深圳,全职,无经验,1000-9999人,本科,工作地点：深圳、武汉、长沙岗位职责：1、 建筑及工业领域，负责基于Unity引擎产品规划、设计、开发实现三维可视化视图；2、 优化逻辑及性能，解决技术难题，掌控开发进度，保证程序质量；3、 能主动与项目团队各角色沟通，确保需求准确开发，确保问题及时发现并解决；1、本科及以上学历，专业不限，优先：软件工程、计算机、物联网工程、虚拟现实、机械、建筑类等相关专业；2、熟悉C#编程语言；熟练掌握操作系统和...,深圳中电技术,0-0,0,股份制企业,False
3449,数据挖掘算法工程师,昆明,全职,不限,20-99人,硕士,岗位职责：1、面向工业智能化应用场景，基于大数据、大规模分布式集群计算环境，进行机器学习建模2、算法产品化建设，参与模型在线实时计算框架开发落地3、算法研究和创新迭代，结合实际业务需求，进行特征工程开发及应用，抽象算法问题，给出创新方案4、根据销售/售前的需求与客户交流，协助完成技术方案5、积累方法论并定期组织培训，帮助营造积极的、有活力的工作、研究和讨论氛围，提升团队能力岗位要求：1、数学、应用...,云南掌灯科技有限公司,20001-40000,1,,False
3450,软件数据工程师,无锡,全职,不限,1000-9999人,本科,岗位职责：1、负责织部相关软件系统的实施、跟踪与维护；2、负责织部相关软件数据的开发应用；3、负责供应储运部机物料、原料信息系统的实施与维护；4、负责对织部、供应储运部使用计算机人员进行指导和培训；5、协助做好OA系统的应用维护；6、协助做好织部计算机网络安全保护，确保硬件、软件安全措施落实；7、执行公司安全生产标准化体系，履行公司安全、环保职责，开展本部门风险辨识及隐患排查，落实本部门职业危害防...,无锡长江精密纺织有限公司,6001-8000,1,合资,False
3451,GIS开发工程师,西安,全职,不限,20-99人,本科,"GIS岗位职责：1) 负责GIS项目开发工作；2) 负责系统模块的编码涉及及部署；3) 完成项目开发目标和产品目标任职要求：地理信息系统级相关专业熟练JAVA，SpringBoot,SpringClould等基础后台开发技术及框架或熟练C++、Python开发框架。熟练postgis、GeoTools、GeoServer,GDAL、QGIS等平台开发熟悉常用数据格式，geojson,wkt，3dt...",深圳砺剑天眼科技有限公司,10001-15000,1,,False
3452,python开发工程师,广州,全职,不限,10000人以上,本科,【岗位职责】在这里，您将从事IT应用层软件、分布式云化软件、互联网软件等的设计开发，可以采用敏捷、Devops、开源等先进的软件设计开发模式，接触最前沿的产品和软件技术，成为大容量高并发技术的专家；您将参与软件研发工作，包括但不限于：（1）完成从客户需求到软件产品定义、架构设计、开发实现、再到上线运营维护等产品生命周期中的各个环节；（2）创造性解决产品在实现过程中的技术难题，应用前沿技术提升产品的...,外企德科数字技术有限公司,15001-30000,10,,False
3453,Python开发工程师 接受23届毕业生,苏州,全职,不限,1000-9999人,本科,【岗位职责】1、参与存储产品整体架构设计，负责各子系统的特性设计与开发，看护子系统设计质量和代码质量；2、构建极致数据缩减比及高性能分布式数据缓存，设计高可靠容灾备份方案，构筑元数据索引、介质规划演进等能力，软硬件协同提升产品性能和可靠性；3、承担相关产品的架构设计、开发交付和产品化工作，参与产品与平台的快速迭代，高效协同。 【能力和经验要求】1、熟悉Python编程语言，掌握常用的数据结构、算法...,外企德科,15001-30000,1,合资,False
