,name,workCity,workType,workingExp,companySize,education,jobSummary,companyName,salaryReal,recruitNumber,property,is_duplicate_with_previous
2226,数据系统开发工程师,成都,全职,不限,100-299人,本科,岗位职责1.基于业务理解，构建出目标监控、业务健康度指标体系等，及时发现业务问题和机会，并沉淀数据资产和数据产品2.能够进行行业及市场洞察分析，通过研究目标行业的空间、客户需求等3.敏锐洞察业务和客户痛点，结合内外部数据及定性定量分析方法，助力业务增长4.参与大数据分析，大数据处理，数据挖掘等系统的设计和开发5.完善数据库生态体系与周边工具链，提升数据库运维与接入效率。 任职要求1.掌握Java编...,深圳市中钞科信金融科技有限公司成都分公司,8001-13000,2,国企,False
2227,数据分析岗,上海,全职,不限,20-99人,大专,招聘岗位：数据分析岗1、负责开发区政府经济统计调查工作，包括工业统计、商业统计、服务业统计和投资统计等；2、参与社会和经济统计调查课题研究分析工作，如知识产权统计分析、海洋经济分析研究等；3、其他日常工作。岗位要求：1、大学专科及以上学历并获得相应学位，统计学、经济学、社会学和数学专业优先；2、熟练掌握Office软件应用，掌握Ｒ、SPSS等统计分析软件者优先；3、具有良好的职业道德，诚实守信、踏...,上海数治数据科技有限公司,5001-8000,2,民营,False
2228,大数据管理岗,东莞,全职,不限,1000-9999人,本科,（一）岗位职责1. 搭建风险数据集市，梳理完善各项风险数据指标，推动风险数据标准化建设，开展风险数据源的清理、补录及源系统改造等数据治理工作；2. 组织风险管理数据体系的建设及优化，做好需求调研可行性分析、开发、测试、上线及优化等全生命周期管理；3. 做好监管数据报送，开展数据检查、监测、整改及口径优化等工作；4. 负责相关报表的统计、报送工作，推动报表报送智能化。（二）任职条件1. 遵守国家法律...,东莞农村商业银行股份有限公司,20001-30000,1,上市公司,False
2229,统计与分析市场数据,贵阳,全职,1年以下,300-499人,本科,岗位职责: 1、日常数据整理、分类、统计，定期提交日常数据分析报告; 2、协助参与数据仓库相关应用系统需求分析; 3、参与后台数据的提取相关工作并撰写分析报告; 4、解决团队的各项数据和分析需求，日常对目标达成情况进行监控及分析: 5、结合其他部门提供的数据对内部数据的反馈进行分析。 任职资格： 1、本科及以上学历，年龄32岁以下: 2、经验不限，入职后公司安排老带新，学会后在独立工作； 3、具备...,贵州黔根杉目科技有限公司,6001-10000,10,民营,False
2230,数据治理工程师,秦皇岛,全职,不限,100-299人,本科,1.参与数据治理落地项目的功能设计。2.参与业务模型设计。3.参与与数据治理相关的其它工作任务。任职要求：1.统招本科及以上学历；2.专业：计算机和数学相关专业；3.熟悉企业数据仓库.数据湖.数据治理相关技术观点；4.具备良好的理解和分析能力，能够根据业务场景梳理业务主体.关系和流程等因素；5.拥有敏锐洞察力，能快速察觉数据问题，并具备分析问题.解决问题的能力。,双碳传媒(秦皇岛)有限公司,6001-12000,1,民营,False
2231,数据科学与大数据技术（本1）,徐州,全职,不限,500-999人,硕士,硕士及以上学历，具有相关专业优先。,徐州信智科技,8001-9000,1,国企,False
2232,数据架构与数据治理咨询顾问,西安,全职,不限,100-299人,本科,1. 负责行业数据架构转型&数据治理项目的规划、项目管理、售前支持等工作；2. 负责整体数据架构&数字治理规划、架构和方案设计，帮助企业实现全面数字化转型；3. 深度调研分析银行数据架构与数据治理现状，归纳业务痛点和需求，规划定制数字化解决方案；4. 基于公司产品和解决方案，为客户提供数据架构&数据治理的咨询服务，帮助企业明确路线图，优化运营能力，提升业务增长和业务绩效；工作地点：面向全国人员需要...,北京塔诺信息科技有限公司,12001-24000,3,股份制企业,False
2233,大数据结构师,青岛,全职,3-5年,100-299人,本科,1.负责大数据平台技术和产品设计、开发和优化工作；2.负责数据核心结构设计，及数据任务模块的设计、管理和实现；3.深入业务领域，充分挖掘和发挥数据价值，助力业务发展，反哺提升数据体系；4.规划业务数据架构设计，负责业务数据模型的设计与落地（包括数据收集、存储、检索、碰撞分析等相关开发工作）。任职要求：计算机、软件工程相关专业；,海丽雅,8000-15000,2,民营,False
2234,数据挖掘工程师（DX9czf)(J10639),石家庄,全职,不限,1000-9999人,本科,岗位职责：1、会使用sql语言，有一定的运营商业务理解能力，对业务部门的数据分析需求给予实现与支持；2、会根据业务需求，使用python，利用数据挖掘算法，如逻辑回归、决策树、随机森林、xgboost、lightgbm、支持向量机、KNN等进行数据建模。包括：数据宽表开发、数据探索、特征工程、算法选型、以及模型训练；3、基于电信CRM、计费、账务、OSS等专业系统的存量和实时数据，通过数据挖掘、大...,东方国信,8001-15000,1,上市公司,False
2235,大数据领域博士,深圳,全职,无经验,500-999人,博士,1、主导数据治理框架的实施，包含数据标准管理、数据安全管理、元数据管理、数据生命周期管理、数据质量管理等；2、主导数据治理类项目实施和运营，梳理数据资产，并梳理数据治理项目交付文档；3、主导数据仓库基础架构和技术体系的规划和建设，推动数据治理工作，解决实际业务问题；4、主导数据治理平台搭建、制度建设及推广工作；5、主导制定、开发数据质量检查规则，推动数据质量问题整改；6、负责其他数据治理及数据管控...,中国联合网络通信有限公司深圳市分公司,30001-50000,1,其它,False
2236,博士后（大数据科学家）,厦门,全职,无经验,100-299人,博士,1、从事大数据平台、大数据组件、大数据应用、大数据项目建设等相关技术及理论的研究；2、主导或参与大数据相关业务顶层规划，包括业务发展方向、建设方案设计、项目落地规划等；3、牵头或协助大数据相关重点项目的建设，包括技术架构设计、核心技术研究、业务模块规划、客户需求落地等等；4、其他上级领导交办任务。,国投智能（厦门）信息股份有限公司,0-0,0,股份制企业,False
2237,基因数据挖掘高级工程师（杭州）,杭州,全职,不限,100-299人,硕士,工作职责:1.负责多组学数据挖掘，包括转录组，蛋白组和ATAC等多组学数据的单独分析及联合分析，掌握常用生物信息分析算法及统计学方法，能够独立完成各组学数据的分析评估；2.针对肿瘤免疫微环境，免疫细胞谱系，靶向治疗，免疫治疗等方向开展大规模数据分析；3.结合分子影像，免疫组化、单细胞测序等技术手段，进行临床多组学生物学信息挖掘，提出并解决科学问题。4.针对GO数据库整合构建新的GO分析方法任职资格...,吉林省中科生物工程股份有限公司,10001-20000,2,民营,False
2238,城市大数据分析（数据模拟方向）,北京,全职,不限,20-99人,硕士,主要职责 • 负责城市规划、城市交通、城市网络等时空数据挖掘、建模和分析； • 负责探索大数据、城市计算、复杂网络、自然语言处理等前沿技术在城市研究中的应用； • 参与城市规划相关的热点技术调研、文献梳理、案例研究和论文撰写； • 参与国家和北京市等相关科研项目的申报和研究工作。 任职要求 • 硕士及以上学历，城市规划及相关专业、地理信息科学、数学和计算机等相关专业 • 熟练掌握Python/R/...,北京城垣数字科技有限责任公司,12001-15000,2,,False
2239,博士后（大数据方向研究员）,广州,全职,不限,20-99人,博士,岗位职责： 1.开展大数据、机器学习相关应用的研究和设计；2.负责或参与省、市相关科技项目课题工作，并撰写部分或阶段性的研究成果报告；3.负责在大数据共享交换、多方计算、联邦学习、可信存储等方面的解决方案研究设计；4.完成单位安排的其他工作。 岗位要求： 1.具有博士学位（获博士学位一般不超过3年），品学兼优，身体健康，年龄一般应在35周岁以下；2.具有计算机、数学相关专业博士学位；3.熟悉和掌握...,广州南沙资讯科技园有限公司博士后科研工作站,30001-45000,1,民营,False
2240,统计与分析市场数据,遵义,全职,1年以下,300-499人,大专,岗位职责:1、日常数据整理、分类、统计，定期提交日常数据分析报告;2、协助参与数据仓库相关应用系统需求分析;3、参与后台数据的提取相关工作并撰写分析报告;4、解决团队的各项数据和分析需求，日常对目标达成情况进行监控及分析:5、结合其他部门提供的数据对内部数据的反馈进行分析。任职资格：1、大专及以上学历，年龄32岁以下:2、经验不限，入职后公司安排老带新，学会后在独立工作；3、具备较强的文档编写能力...,贵州黔根杉目科技有限公司,5001-10000,5,民营,False
